用户id,是否付费,注册至今距离天数,最后一周登陆天数,最后一周登陆次数,最后一周0-8点登陆次数,最后一周8-18点登陆次数,最后一周18-24点登陆次数
38928,0,3,4,10,1,7,2
38929,0,0,1,1,0,1,0
38930,0,0,1,1,0,1,0
38931,0,0,1,3,0,3,0
38932,0,0,1,1,0,1,0
38933,1,2,3,11,0,9,2
38934,0,0,1,3,0,3,0
38935,0,0,1,3,0,3,0
38936,0,1,2,4,0,4,0
38937,1,4,5,29,8,16,5
38938,0,0,1,2,0,2,0
38939,0,4,3,4,1,1,2
38940,0,2,2,4,1,3,0
38941,0,0,1,2,0,2,0
38942,0,4,5,12,3,4,5
38943,1,0,1,5,0,5,0
38944,1,4,5,14,5,6,3
38945,0,1,2,2,0,2,0
38946,1,4,5,16,4,8,4
38947,1,4,5,34,9,21,4
38948,0,4,3,7,0,5,2
38949,0,3,2,4,0,4,0
38950,0,1,2,3,0,3,0
38951,0,0,1,1,0,1,0
38952,0,0,1,1,0,1,0
38953,1,2,3,26,4,16,6
38954,0,1,2,4,0,3,1
38955,1,4,5,15,2,9,4
38956,1,4,4,13,2,9,2
38957,0,1,2,3,0,3,0
38958,0,0,1,1,0,1,0
38959,0,0,1,1,0,1,0
38960,0,0,1,1,0,1,0
38961,0,4,5,8,0,4,4
38962,0,0,1,1,0,1,0
38963,0,0,1,1,0,1,0
38964,0,1,2,5,1,4,0
38965,0,0,1,1,0,1,0
38966,0,0,1,1,0,1,0
38967,0,0,1,2,0,2,0
38968,1,4,5,11,2,8,1
38969,0,0,1,1,0,1,0
38970,0,0,1,3,0,3,0
38971,0,1,2,2,0,2,0
38972,0,4,5,22,4,16,2
38973,0,0,1,4,0,4,0
38974,0,0,1,1,0,1,0
38975,0,2,2,6,0,6,0
38976,0,2,3,8,2,5,1
38977,0,0,1,2,0,2,0
38978,0,0,1,1,0,1,0
38979,0,0,1,1,0,1,0
38980,0,0,1,1,0,1,0
38981,1,3,4,9,2,6,1
38982,0,2,3,11,0,8,3
38983,0,0,1,4,0,3,1
38984,1,4,5,34,4,22,8
38985,1,3,4,11,0,9,2
38986,0,1,2,3,0,3,0
38987,0,4,5,10,1,8,1
38988,0,2,2,3,1,2,0
38989,0,1,2,7,0,7,0
38990,0,0,1,1,0,1,0
38991,1,3,3,7,1,5,1
38992,0,1,2,10,1,4,5
38993,0,0,1,1,0,1,0
38994,1,4,5,22,3,17,2
38995,0,0,1,4,0,4,0
38996,0,3,3,6,0,5,1
38997,0,2,3,6,0,4,2
38998,0,0,1,2,0,2,0
38999,0,0,1,2,0,2,0
39000,0,0,1,4,0,4,0
39001,0,0,1,3,0,3,0
39002,0,0,1,2,0,2,0
39003,0,3,4,16,5,7,4
39004,0,0,1,4,0,4,0
39005,0,2,3,7,0,7,0
39006,0,0,1,8,0,7,1
39007,0,0,1,1,0,1,0
39008,0,0,1,1,0,1,0
39009,0,0,1,2,0,2,0
39010,0,2,3,8,1,6,1
39011,0,4,5,9,2,5,2
39012,0,1,2,2,1,1,0
39013,0,1,2,4,0,4,0
39014,1,4,5,27,6,15,6
39015,1,0,1,5,0,5,0
39016,0,0,1,2,0,2,0
39017,0,4,4,23,5,12,6
39018,0,0,1,2,0,2,0
39019,0,0,1,1,0,1,0
39020,0,1,2,5,0,5,0
39021,0,0,1,2,0,2,0
39022,1,4,5,15,3,10,2
39023,0,4,3,23,7,9,7
39024,0,0,1,1,0,1,0
39025,0,0,1,2,0,2,0
39026,0,0,1,1,0,1,0
39027,0,0,1,2,0,2,0
39028,0,4,5,16,3,5,8
39029,0,1,2,8,0,5,3
39030,0,4,5,23,5,11,7
39031,0,0,1,1,0,1,0
39032,0,0,1,1,0,1,0
39033,1,3,4,11,1,10,0
39034,0,0,1,2,0,2,0
39035,0,0,1,1,0,1,0
39036,1,1,2,6,1,4,1
39037,0,0,1,1,0,1,0
39038,0,0,1,1,0,1,0
39039,0,0,1,4,0,3,1
39040,0,1,2,7,0,7,0
39041,1,4,5,17,3,13,1
39042,1,4,5,13,2,10,1
39043,0,0,1,2,0,2,0
39044,0,0,1,1,0,1,0
39045,0,1,2,3,1,2,0
39046,0,2,3,11,3,5,3
39047,0,0,1,1,0,1,0
39048,0,1,2,3,1,1,1
39049,0,0,1,2,0,2,0
39050,1,2,3,9,1,7,1
39051,0,0,1,4,0,4,0
39052,0,0,1,2,0,2,0
39053,0,1,2,15,6,8,1
39054,0,0,1,2,0,2,0
39055,0,4,5,11,0,10,1
39056,1,4,5,32,5,22,5
39057,0,0,1,2,0,2,0
39058,1,3,4,30,5,13,12
39059,0,0,1,2,0,2,0
39060,0,4,5,27,5,8,14
39061,0,4,3,9,0,7,2
39062,0,0,1,2,0,2,0
39063,0,0,1,2,0,2,0
39064,0,0,1,1,0,1,0
39065,0,2,2,2,1,1,0
39066,1,0,1,3,0,3,0
39067,0,0,1,2,0,2,0
39068,0,0,1,2,0,2,0
39069,0,3,3,5,3,1,1
39070,0,1,2,8,1,7,0
39071,0,0,1,2,0,2,0
39072,0,0,1,3,0,3,0
39073,0,0,1,1,0,1,0
39074,0,1,2,7,0,5,2
39075,0,2,3,7,1,4,2
39076,0,0,1,1,0,1,0
39077,0,0,1,2,0,2,0
39078,0,0,1,2,0,2,0
39079,0,0,1,1,0,1,0
39080,0,0,1,2,0,2,0
39081,0,4,5,52,7,27,18
39082,0,0,1,1,0,1,0
39083,0,2,2,4,0,4,0
39084,1,1,2,10,2,7,1
39085,0,0,1,1,0,1,0
39086,0,4,5,10,1,5,4
39087,0,1,2,10,1,8,1
39088,1,3,4,9,1,7,1
39089,0,0,1,1,0,1,0
39090,0,1,2,4,0,4,0
39091,0,4,5,13,1,7,5
39092,0,1,2,4,0,4,0
39093,0,0,1,2,0,1,1
39094,0,1,2,3,0,3,0
39095,0,4,4,8,0,5,3
39096,0,0,1,1,0,1,0
39097,1,4,5,42,10,18,14
39098,0,1,2,7,3,4,0
39099,0,2,3,8,2,4,2
39100,0,0,1,1,0,1,0
39101,0,0,1,1,0,1,0
39102,0,0,1,1,0,1,0
39103,0,1,2,3,0,3,0
39104,1,4,5,38,6,21,11
39105,1,1,2,3,0,3,0
39106,0,0,1,2,0,2,0
39107,0,0,1,1,0,1,0
39108,0,2,2,3,0,3,0
39109,0,0,1,3,0,3,0
39110,0,0,1,2,0,2,0
39111,1,1,2,6,0,6,0
39112,0,0,1,2,0,2,0
39113,0,0,1,1,0,1,0
39114,0,0,1,2,0,2,0
39115,0,0,1,1,0,1,0
39116,0,4,5,25,5,15,5
39117,0,0,1,3,0,2,1
39118,0,4,3,6,2,3,1
39119,0,0,1,1,0,1,0
39120,0,4,5,19,10,6,3
39121,0,0,1,1,0,1,0
39122,0,2,3,5,1,2,2
39123,0,0,1,1,0,1,0
39124,0,0,1,2,0,2,0
39125,0,0,1,2,0,2,0
39126,0,0,1,2,0,2,0
39127,1,4,5,41,3,30,8
39128,0,0,1,1,0,1,0
39129,0,1,2,2,0,2,0
39130,0,0,1,1,0,1,0
39131,0,1,2,3,1,2,0
39132,0,0,1,1,0,1,0
39133,0,0,1,2,0,2,0
39134,0,0,1,2,0,2,0
39135,0,0,1,2,0,2,0
39136,0,2,2,2,0,1,1
39137,0,0,1,2,0,2,0
39138,1,4,5,24,5,12,7
39139,0,0,1,1,0,1,0
39140,0,0,1,1,0,1,0
39141,0,0,1,1,0,1,0
39142,0,1,2,9,0,8,1
39143,0,0,1,1,0,1,0
39144,0,1,2,5,0,5,0
39145,0,0,1,2,0,2,0
39146,0,0,1,1,0,1,0
39147,1,0,1,2,0,2,0
39148,0,2,3,9,0,9,0
39149,0,0,1,9,0,8,1
39150,1,1,2,15,3,11,1
39151,0,0,1,3,0,3,0
39152,0,0,1,1,0,1,0
39153,0,0,1,2,0,2,0
39154,0,0,1,1,0,1,0
39155,1,4,5,27,0,17,10
39156,1,0,1,4,0,4,0
39157,0,0,1,1,0,1,0
39158,0,0,1,1,0,1,0
39159,0,0,1,1,0,1,0
39160,0,0,1,4,0,4,0
39161,0,0,1,1,0,1,0
39162,1,1,2,6,0,6,0
39163,0,0,1,1,0,1,0
39164,0,4,4,8,1,6,1
39165,0,0,1,5,0,5,0
39166,0,0,1,2,0,2,0
39167,0,0,1,1,0,1,0
39168,0,4,2,2,0,2,0
39169,0,0,1,1,0,1,0
39170,1,4,5,15,7,7,1
39171,0,0,1,2,0,2,0
39172,0,0,1,1,0,1,0
39173,0,0,1,2,0,2,0
39174,0,0,1,3,0,3,0
39175,0,0,1,1,0,1,0
39176,0,0,1,2,0,2,0
39177,1,4,5,14,5,8,1
39178,0,0,1,1,0,1,0
39179,0,0,1,6,0,6,0
39180,0,0,1,1,0,1,0
39181,0,0,1,2,0,2,0
39182,0,0,1,1,0,1,0
39183,0,0,1,2,0,2,0
39184,0,0,1,2,0,2,0
39185,0,0,1,2,0,1,1
39186,0,0,1,3,0,2,1
39187,0,0,1,4,0,3,1
39188,0,2,3,5,1,3,1
39189,0,0,1,1,0,1,0
39190,0,0,1,1,0,1,0
39191,0,0,1,2,0,2,0
39192,0,1,2,10,4,5,1
39193,0,0,1,4,0,3,1
39194,0,0,1,1,0,1,0
39195,0,0,1,2,0,2,0
39196,0,0,1,2,0,2,0
39197,0,0,1,1,0,1,0
39198,0,0,1,2,0,2,0
39199,0,0,1,2,0,2,0
39200,0,0,1,4,0,4,0
39201,1,4,5,10,4,6,0
39202,0,1,2,3,1,1,1
39203,0,0,1,2,0,2,0
39204,0,0,1,1,0,1,0
39205,0,4,2,4,0,4,0
39206,0,1,2,2,1,1,0
39207,0,1,2,3,0,3,0
39208,1,3,4,21,3,12,6
39209,0,0,1,1,0,1,0
39210,0,0,1,1,0,1,0
39211,0,0,1,1,0,1,0
39212,0,1,2,5,0,5,0
39213,0,0,1,2,0,2,0
39214,0,3,4,9,4,4,1
39215,0,0,1,1,0,1,0
39216,0,0,1,1,0,1,0
39217,1,4,5,24,1,19,4
39218,1,2,3,3,2,1,0
39219,0,0,1,1,0,1,0
39220,0,2,3,11,0,8,3
39221,1,1,2,14,3,9,2
39222,0,0,1,1,0,1,0
39223,0,1,2,4,0,3,1
39224,0,0,1,1,0,1,0
39225,0,0,1,4,0,4,0
39226,0,0,1,2,0,2,0
39227,1,4,4,13,1,7,5
39228,0,0,1,1,0,1,0
39229,1,4,5,17,1,11,5
39230,0,1,2,4,0,3,1
39231,0,0,1,3,0,3,0
39232,0,0,1,1,0,1,0
39233,0,0,1,2,0,2,0
39234,0,0,1,1,0,1,0
39235,0,0,1,1,0,1,0
39236,0,0,1,1,0,1,0
39237,0,4,3,13,1,11,1
39238,0,0,1,1,0,1,0
39239,0,2,3,5,0,4,1
39240,0,4,2,6,0,6,0
39241,0,2,3,4,2,1,1
39242,1,0,1,7,0,6,1
39243,0,0,1,2,0,2,0
39244,0,4,2,5,0,5,0
39245,0,0,1,2,0,2,0
39246,0,2,3,15,4,10,1
39247,0,0,1,7,0,5,2
39248,1,2,3,15,3,9,3
39249,1,0,1,3,0,3,0
39250,0,0,1,1,0,1,0
39251,0,0,1,2,0,2,0
39252,0,0,1,3,0,3,0
39253,1,3,3,6,0,6,0
39254,0,0,1,2,0,2,0
39255,0,2,3,4,0,3,1
39256,0,0,1,2,0,2,0
39257,0,0,1,1,0,1,0
39258,0,0,1,2,0,2,0
39259,0,0,1,2,0,2,0
39260,0,0,1,1,0,1,0
39261,0,0,1,1,0,1,0
39262,1,4,5,10,2,7,1
39263,0,0,1,2,0,2,0
39264,0,0,1,2,0,2,0
39265,0,0,1,1,0,1,0
39266,0,0,1,1,0,1,0
39267,0,3,4,14,9,2,3
39268,0,0,1,1,0,1,0
39269,0,0,1,1,0,1,0
39270,0,0,1,1,0,1,0
39271,1,0,1,3,0,3,0
39272,1,4,5,40,8,24,8
39273,0,0,1,1,0,1,0
39274,1,3,4,25,3,17,5
39275,0,0,1,1,0,1,0
39276,0,0,1,1,0,1,0
39277,0,0,1,2,0,2,0
39278,1,4,5,36,3,27,6
39279,0,1,2,12,0,10,2
39280,0,1,2,3,1,2,0
39281,1,4,5,16,0,15,1
39282,0,0,1,3,0,3,0
39283,0,0,1,1,0,1,0
39284,0,0,1,2,0,2,0
39285,0,0,1,2,0,2,0
39286,0,0,1,3,0,3,0
39287,0,0,1,1,0,1,0
39288,0,0,1,1,0,1,0
39289,0,0,1,2,0,2,0
39290,1,1,2,10,1,7,2
39291,0,0,1,2,0,2,0
39292,0,0,1,1,0,1,0
39293,0,0,1,1,0,1,0
39294,1,1,2,11,1,8,2
39295,0,0,1,2,0,2,0
39296,0,2,2,5,0,5,0
39297,1,2,3,8,3,5,0
39298,0,0,1,2,0,2,0
39299,1,4,5,36,10,19,7
39300,0,1,2,6,0,6,0
39301,0,0,1,1,0,1,0
39302,0,0,1,1,0,1,0
39303,0,0,1,1,0,1,0
39304,0,0,1,1,0,1,0
39305,0,4,5,15,3,8,4
39306,0,0,1,1,0,1,0
39307,1,4,4,23,4,10,9
39308,0,0,1,2,0,2,0
39309,0,0,1,2,0,2,0
39310,0,0,1,3,0,3,0
39311,0,4,5,47,6,29,12
39312,0,0,1,1,0,1,0
39313,0,0,1,1,0,1,0
39314,0,0,1,2,0,2,0
39315,0,4,4,12,2,5,5
39316,0,4,5,10,2,5,3
39317,0,0,1,1,0,1,0
39318,0,4,4,7,0,7,0
39319,0,0,1,2,0,2,0
39320,0,0,1,2,0,2,0
39321,0,0,1,1,0,1,0
39322,0,0,1,1,0,1,0
39323,0,0,1,1,0,1,0
39324,0,0,1,1,0,1,0
39325,0,0,1,3,0,3,0
39326,0,0,1,1,0,1,0
39327,0,0,1,3,0,3,0
39328,0,0,1,1,0,1,0
39329,0,0,1,1,0,1,0
39330,1,4,5,47,6,28,13
39331,1,0,1,2,0,2,0
39332,0,0,1,3,0,3,0
39333,0,0,1,1,0,1,0
39334,0,0,1,2,0,2,0
39335,1,4,5,15,1,9,5
39336,0,0,1,2,0,2,0
39337,0,0,1,2,0,2,0
39338,1,1,2,6,0,5,1
39339,0,4,2,2,0,2,0
39340,0,0,1,1,0,1,0
39341,0,0,1,1,0,1,0
39342,0,0,1,2,0,2,0
39343,1,2,3,31,4,23,4
39344,0,3,3,6,1,4,1
39345,0,0,1,1,0,1,0
39346,0,0,1,2,0,2,0
39347,0,0,1,2,0,2,0
39348,0,0,1,1,0,1,0
39349,0,4,2,3,0,2,1
39350,0,0,1,2,0,2,0
39351,0,4,5,19,2,11,6
39352,0,0,1,1,0,1,0
39353,1,1,2,6,0,6,0
39354,0,0,1,2,0,2,0
39355,1,4,5,14,7,7,0
39356,0,0,1,2,0,2,0
39357,0,0,1,2,0,2,0
39358,0,0,1,2,0,2,0
39359,0,0,1,4,0,3,1
39360,0,0,1,1,0,1,0
39361,0,1,2,3,1,2,0
39362,0,0,1,1,0,1,0
39363,0,0,1,1,0,1,0
39364,0,0,1,1,0,1,0
39365,0,0,1,1,0,1,0
39366,0,4,5,38,6,28,4
39367,0,0,1,1,0,1,0
39368,0,0,1,4,0,4,0
39369,0,0,1,2,0,2,0
39370,0,0,1,1,0,1,0
39371,0,0,1,2,0,2,0
39372,0,0,1,1,0,1,0
39373,0,4,3,11,2,5,4
39374,0,0,1,1,0,1,0
39375,0,0,1,2,0,2,0
39376,0,1,2,9,0,8,1
39377,0,0,1,1,0,1,0
39378,0,0,1,2,0,2,0
39379,0,1,2,2,0,2,0
39380,0,4,5,12,1,9,2
39381,1,4,5,12,3,6,3
39382,0,0,1,1,0,1,0
39383,0,4,5,12,0,10,2
39384,0,0,1,2,0,2,0
39385,0,0,1,3,0,2,1
39386,0,1,2,3,0,3,0
39387,0,0,1,1,0,1,0
39388,0,0,1,1,0,1,0
39389,1,4,5,48,8,25,15
39390,1,4,5,13,2,7,4
39391,0,0,1,2,0,1,1
39392,0,0,1,1,0,1,0
39393,0,0,1,2,0,2,0
39394,0,0,1,2,0,2,0
39395,1,4,5,34,5,19,10
39396,0,2,3,7,0,6,1
39397,0,0,1,1,0,1,0
39398,0,0,1,2,0,2,0
39399,0,0,1,1,0,1,0
39400,0,0,1,1,0,1,0
39401,0,0,1,2,0,2,0
39402,0,0,1,1,0,1,0
39403,0,0,1,2,0,2,0
39404,1,4,5,17,1,12,4
39405,0,0,1,1,0,1,0
39406,0,0,1,2,0,2,0
39407,0,0,1,2,0,2,0
39408,0,0,1,1,0,1,0
39409,0,0,1,1,0,1,0
39410,0,0,1,1,0,1,0
39411,0,4,5,6,2,4,0
39412,0,0,1,2,0,2,0
39413,0,0,1,2,0,2,0
39414,1,4,5,36,4,18,14
39415,0,0,1,3,0,3,0
39416,0,0,1,1,0,1,0
39417,0,2,3,9,2,5,2
39418,0,0,1,5,0,5,0
39419,0,1,2,2,0,2,0
39420,0,0,1,1,0,1,0
39421,0,1,2,4,0,3,1
39422,0,0,1,3,0,3,0
39423,0,4,5,23,0,19,4
39424,1,4,5,44,8,26,10
39425,0,0,1,2,0,2,0
39426,0,0,1,2,0,2,0
39427,0,0,1,1,0,1,0
39428,1,4,5,21,2,18,1
39429,0,0,1,2,0,2,0
39430,0,0,1,2,0,2,0
39431,0,0,1,2,0,2,0
39432,0,0,1,2,0,2,0
39433,0,1,2,3,0,2,1
39434,0,2,2,4,0,4,0
39435,0,2,3,6,2,4,0
39436,0,0,1,1,0,1,0
39437,1,4,4,16,2,12,2
39438,0,0,1,2,0,2,0
39439,0,0,1,1,0,1,0
39440,0,0,1,1,0,1,0
39441,1,2,3,21,4,11,6
39442,0,0,1,1,0,1,0
39443,0,1,2,9,1,6,2
39444,0,0,1,1,0,1,0
39445,0,0,1,1,0,1,0
39446,0,0,1,1,0,1,0
39447,0,0,1,1,0,1,0
39448,0,0,1,1,0,1,0
39449,0,0,1,1,0,1,0
39450,0,0,1,2,0,2,0
39451,0,0,1,2,0,2,0
39452,0,0,1,2,0,2,0
39453,0,0,1,1,0,1,0
39454,1,4,5,36,4,25,7
39455,0,0,1,1,0,1,0
39456,0,0,1,2,0,2,0
39457,0,0,1,2,0,2,0
39458,0,0,1,2,0,2,0
39459,1,4,5,14,2,9,3
39460,0,0,1,2,0,2,0
39461,0,0,1,2,0,2,0
39462,1,4,5,35,7,20,8
39463,0,0,1,2,0,2,0
39464,0,0,1,2,0,1,1
39465,0,0,1,1,0,1,0
39466,0,0,1,1,0,1,0
39467,0,0,1,1,0,1,0
39468,1,3,4,24,6,14,4
39469,0,0,1,4,0,4,0
39470,0,0,1,1,0,1,0
39471,0,3,4,9,0,8,1
39472,1,4,5,9,1,8,0
39473,0,0,1,1,0,1,0
39474,0,0,1,4,0,4,0
39475,0,0,1,2,0,2,0
39476,1,4,5,33,9,14,10
39477,0,0,1,1,0,1,0
39478,0,4,2,2,0,2,0
39479,0,0,1,1,0,1,0
39480,0,0,1,1,0,1,0
39481,0,0,1,2,0,2,0
39482,0,0,1,1,0,1,0
39483,0,0,1,2,0,2,0
39484,0,1,2,2,0,2,0
39485,0,4,2,2,0,2,0
39486,0,0,1,2,0,2,0
39487,0,0,1,1,0,1,0
39488,0,0,1,1,0,1,0
39489,0,0,1,2,0,2,0
39490,0,0,1,1,0,1,0
39491,1,2,3,14,0,12,2
39492,0,0,1,2,0,2,0
39493,1,4,5,66,13,35,18
39494,0,0,1,1,0,1,0
39495,1,4,5,36,10,17,9
39496,1,1,2,5,0,3,2
39497,0,0,1,1,0,1,0
39498,0,0,1,1,0,1,0
39499,0,4,5,42,4,26,12
39500,0,0,1,2,0,2,0
39501,0,0,1,2,0,2,0
39502,0,4,2,2,0,2,0
39503,0,0,1,1,0,1,0
39504,0,4,3,5,1,4,0
39505,0,0,1,2,0,2,0
39506,0,0,1,1,0,1,0
39507,0,4,4,9,2,4,3
39508,0,0,1,2,0,2,0
39509,0,4,5,35,4,27,4
39510,0,0,1,2,0,2,0
39511,0,0,1,1,0,1,0
39512,0,0,1,4,0,4,0
39513,0,0,1,1,0,1,0
39514,0,0,1,4,0,4,0
39515,0,0,1,2,0,2,0
39516,0,0,1,1,0,1,0
39517,0,0,1,1,0,1,0
39518,0,0,1,2,0,2,0
39519,1,4,5,41,8,24,9
39520,0,4,2,3,1,2,0
39521,1,4,5,17,3,11,3
39522,0,0,1,3,0,3,0
39523,0,0,1,1,0,1,0
39524,0,4,2,3,0,3,0
39525,0,0,1,1,0,1,0
39526,0,0,1,1,0,1,0
39527,0,0,1,2,0,2,0
39528,1,0,1,2,0,2,0
39529,0,0,1,2,0,2,0
39530,0,0,1,1,0,1,0
39531,0,0,1,1,0,1,0
39532,0,0,1,2,0,2,0
39533,0,0,1,1,0,1,0
39534,0,0,1,1,0,1,0
39535,0,0,1,5,0,5,0
39536,0,4,5,13,1,9,3
39537,0,1,2,5,1,3,1
39538,0,0,1,3,0,3,0
39539,0,0,1,1,0,1,0
39540,0,0,1,1,0,1,0
39541,0,0,1,3,0,3,0
39542,0,3,3,3,1,2,0
39543,0,0,1,1,0,1,0
39544,0,2,3,19,3,9,7
39545,0,4,2,4,0,4,0
39546,0,2,3,12,2,6,4
39547,0,0,1,1,0,1,0
39548,0,0,1,3,0,3,0
39549,0,0,1,1,0,1,0
39550,0,0,1,2,0,2,0
39551,1,1,2,4,0,4,0
39552,0,0,1,1,0,1,0
39553,0,4,5,27,2,17,8
39554,0,3,2,2,0,2,0
39555,0,0,1,2,0,2,0
39556,0,0,1,2,0,2,0
39557,0,0,1,3,0,3,0
39558,0,0,1,2,0,2,0
39559,0,0,1,1,0,1,0
39560,0,0,1,1,0,1,0
39561,0,4,5,29,12,11,6
39562,0,0,1,2,0,2,0
39563,0,1,2,2,0,2,0
39564,0,0,1,1,0,1,0
39565,0,0,1,1,0,1,0
39566,0,0,1,1,0,1,0
39567,0,3,2,2,0,2,0
39568,0,0,1,2,0,2,0
39569,0,1,2,10,1,8,1
39570,0,0,1,1,0,1,0
39571,0,3,3,5,0,4,1
39572,0,0,1,1,0,1,0
39573,0,0,1,9,0,8,1
39574,0,0,1,2,0,2,0
39575,0,0,1,1,0,1,0
39576,0,0,1,1,0,1,0
39577,0,0,1,1,0,1,0
39578,0,0,1,1,0,1,0
39579,0,0,1,1,0,1,0
39580,0,0,1,1,0,1,0
39581,0,0,1,1,0,1,0
39582,1,4,5,51,7,26,18
39583,0,0,1,1,0,1,0
39584,1,4,5,23,4,16,3
39585,0,0,1,1,0,1,0
39586,0,1,2,2,0,1,1
39587,0,2,3,4,2,2,0
39588,0,1,2,14,1,10,3
39589,0,0,1,1,0,1,0
39590,0,0,1,2,0,2,0
39591,0,0,1,3,0,3,0
39592,1,2,3,9,1,6,2
39593,0,0,1,2,0,2,0
39594,0,0,1,1,0,1,0
39595,0,0,1,2,0,2,0
39596,0,0,1,3,0,3,0
39597,0,0,1,1,0,1,0
39598,0,4,2,4,0,3,1
39599,0,0,1,3,0,3,0
39600,0,0,1,1,0,1,0
39601,1,4,5,11,2,8,1
39602,0,0,1,1,0,1,0
39603,0,0,1,3,0,3,0
39604,1,1,2,8,0,5,3
39605,0,4,5,8,1,6,1
39606,0,0,1,2,0,2,0
39607,1,1,2,15,1,11,3
39608,0,0,1,2,0,2,0
39609,0,1,2,3,0,3,0
39610,0,0,1,1,0,1,0
39611,0,1,2,3,1,2,0
39612,0,0,1,1,0,1,0
39613,0,0,1,6,0,6,0
39614,0,1,2,4,0,3,1
39615,0,0,1,2,0,2,0
39616,0,0,1,5,0,5,0
39617,0,0,1,1,0,1,0
39618,0,0,1,1,0,1,0
39619,0,0,1,1,0,1,0
39620,0,4,2,2,0,2,0
39621,0,0,1,2,0,2,0
39622,0,0,1,1,0,1,0
39623,0,0,1,1,0,1,0
39624,0,0,1,2,0,2,0
39625,0,0,1,2,0,2,0
39626,0,0,1,2,0,2,0
39627,0,0,1,2,0,2,0
39628,0,4,3,7,0,4,3
39629,0,4,5,27,8,14,5
39630,0,0,1,1,0,1,0
39631,0,0,1,2,0,2,0
39632,0,4,4,4,1,3,0
39633,0,0,1,1,0,1,0
39634,0,0,1,1,0,1,0
39635,0,0,1,2,0,2,0
39636,0,0,1,1,0,1,0
39637,0,0,1,2,0,2,0
39638,0,0,1,1,0,1,0
39639,0,1,2,8,0,8,0
39640,0,0,1,2,0,2,0
39641,0,0,1,3,0,3,0
39642,0,0,1,1,0,1,0
39643,0,0,1,1,0,1,0
39644,1,1,2,10,0,10,0
39645,0,3,4,20,3,15,2
39646,0,0,1,1,0,1,0
39647,0,0,1,1,0,1,0
39648,0,0,1,2,0,2,0
39649,0,4,5,11,4,7,0
39650,0,0,1,2,0,2,0
39651,0,4,4,10,0,7,3
39652,1,4,5,55,11,32,12
39653,0,1,2,10,3,5,2
39654,0,0,1,1,0,1,0
39655,0,0,1,1,0,1,0
39656,0,0,1,2,0,2,0
39657,0,4,5,30,1,18,11
39658,0,1,2,9,1,8,0
39659,0,0,1,2,0,2,0
39660,0,0,1,2,0,2,0
39661,0,2,3,4,0,4,0
39662,0,1,2,6,0,6,0
39663,0,0,1,1,0,1,0
39664,0,0,1,1,0,1,0
39665,0,0,1,3,0,3,0
39666,0,0,1,2,0,2,0
39667,1,4,4,12,3,7,2
39668,0,0,1,1,0,1,0
39669,0,0,1,1,0,1,0
39670,0,0,1,1,0,1,0
39671,0,0,1,1,0,1,0
39672,0,0,1,2,0,2,0
39673,0,0,1,2,0,2,0
39674,0,0,1,1,0,1,0
39675,0,0,1,1,0,1,0
39676,0,0,1,1,0,1,0
39677,0,0,1,1,0,1,0
39678,1,4,4,5,0,4,1
39679,0,0,1,1,0,1,0
39680,0,3,4,29,9,18,2
39681,0,0,1,1,0,1,0
39682,0,0,1,2,0,2,0
39683,0,0,1,1,0,1,0
39684,0,0,1,1,0,1,0
39685,0,1,2,2,1,1,0
39686,0,0,1,1,0,1,0
39687,0,0,1,2,0,2,0
39688,0,4,2,7,0,4,3
39689,0,0,1,2,0,2,0
39690,0,0,1,1,0,1,0
39691,0,0,1,1,0,1,0
39692,0,0,1,1,0,1,0
39693,0,1,2,2,1,1,0
39694,0,0,1,2,0,2,0
39695,1,1,2,8,1,6,1
39696,0,0,1,4,0,3,1
39697,0,0,1,2,0,2,0
39698,0,0,1,1,0,1,0
39699,0,0,1,2,0,2,0
39700,0,0,1,1,0,1,0
39701,0,0,1,1,0,1,0
39702,0,0,1,2,0,2,0
39703,0,0,1,1,0,1,0
39704,0,3,4,8,0,8,0
39705,0,0,1,3,0,3,0
39706,0,4,5,26,0,16,10
39707,0,1,2,10,1,8,1
39708,0,0,1,1,0,1,0
39709,0,1,2,10,3,5,2
39710,0,0,1,2,0,2,0
39711,0,0,1,2,0,2,0
39712,1,4,5,25,3,17,5
39713,0,0,1,1,0,1,0
39714,0,0,1,1,0,1,0
39715,0,2,3,11,3,5,3
39716,0,0,1,1,0,1,0
39717,1,0,1,3,0,2,1
39718,0,4,5,22,2,14,6
39719,0,4,4,9,0,6,3
39720,0,0,1,2,0,2,0
39721,0,2,3,8,1,4,3
39722,0,0,1,1,0,1,0
39723,0,0,1,2,0,2,0
39724,0,0,1,6,0,5,1
39725,0,0,1,1,0,1,0
39726,0,0,1,1,0,1,0
39727,0,2,3,10,0,8,2
39728,1,2,3,13,5,5,3
39729,0,4,5,15,5,9,1
39730,0,0,1,2,0,2,0
39731,0,0,1,1,0,1,0
39732,0,0,1,1,0,1,0
39733,0,0,1,2,0,2,0
39734,0,0,1,1,0,1,0
39735,0,0,1,1,0,1,0
39736,0,0,1,3,0,3,0
39737,0,0,1,2,0,2,0
39738,0,0,1,1,0,1,0
39739,0,0,1,2,0,2,0
39740,0,1,2,2,0,1,1
39741,0,0,1,1,0,1,0
39742,0,0,1,2,0,2,0
39743,0,0,1,4,0,4,0
39744,0,0,1,1,0,1,0
39745,0,0,1,1,0,1,0
